rolling_window,pattern,Freq,outcome,analysis,exposure,cumdays,pattern_rt_gap,pattern_lagged,pattern_itt,cumdose
12,NA,564,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
13,NA,550,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
14,NA,531,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
15,NA,507,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
16,NA,486,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
17,NA,461,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
18,NA,435,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
19,NA,400,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
20,NA,383,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
21,NA,357,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
22,NA,320,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
23,NA,289,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
24,NA,257,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
25,NA,235,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
26,NA,207,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
27,NA,185,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
28,NA,162,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
29,NA,137,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
30,NA,118,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
31,NA,111,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
32,NA,91,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
33,NA,74,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
34,NA,62,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
35,NA,53,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
36,NA,41,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
37,NA,30,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
38,NA,22,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
39,NA,15,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
40,NA,10,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
41,NA,NA,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
42,NA,NA,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
43,NA,NA,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
44,NA,NA,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
45,NA,NA,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
46,NA,NA,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
47,NA,NA,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
48,NA,NA,bisphosphonate,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
1,NA,921,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
2,NA,623,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
3,NA,887,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
4,NA,874,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
5,NA,857,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
6,NA,847,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
7,NA,846,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
8,NA,822,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
9,NA,809,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
10,NA,797,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
11,NA,778,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
12,NA,747,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
13,NA,740,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
14,NA,703,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
15,NA,684,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
16,NA,661,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
17,NA,620,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
18,NA,590,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
19,NA,541,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
20,NA,509,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
21,NA,477,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
22,NA,427,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
23,NA,387,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
24,NA,344,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
25,NA,309,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
26,NA,274,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
27,NA,247,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
28,NA,219,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
29,NA,182,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
30,NA,158,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
31,NA,147,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
32,NA,121,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
33,NA,102,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
34,NA,82,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
35,NA,71,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
36,NA,54,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
37,NA,43,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
38,NA,30,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
39,NA,21,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
40,NA,16,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
41,NA,13,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
42,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
43,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
44,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
45,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
46,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
47,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
48,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
1,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
2,NA,297,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
3,NA,25,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
4,NA,22,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
5,NA,26,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
6,NA,26,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
7,NA,11,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
8,NA,21,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
9,NA,14,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
10,NA,12,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
11,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
12,NA,19,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
13,NA,10,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
14,NA,21,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
15,NA,10,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
16,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
17,NA,13,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
18,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
19,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
20,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
21,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
22,NA,12,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
23,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
24,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
25,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
26,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
27,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
28,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
29,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
30,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
31,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
32,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
33,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
34,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
35,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
36,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
37,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
38,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
39,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
40,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
41,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
42,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
43,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
44,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
45,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
46,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
47,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
48,NA,NA,bisphosphonate,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
1,NA,625,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
2,NA,623,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
3,NA,618,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
4,NA,611,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
5,NA,603,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
6,NA,599,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
7,NA,587,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
8,NA,580,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
9,NA,566,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
10,NA,558,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
11,NA,545,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
12,NA,528,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
13,NA,515,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
14,NA,496,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
15,NA,473,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
16,NA,460,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
17,NA,431,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
18,NA,408,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
19,NA,376,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
20,NA,352,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
21,NA,330,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
22,NA,302,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
23,NA,276,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
24,NA,242,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
25,NA,224,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
26,NA,196,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
27,NA,175,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
28,NA,158,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
29,NA,129,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
30,NA,109,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
31,NA,102,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
32,NA,89,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
33,NA,76,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
34,NA,60,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
35,NA,51,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
36,NA,41,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
37,NA,33,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
38,NA,25,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
39,NA,17,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
40,NA,13,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
41,NA,11,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
42,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
43,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
44,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
45,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
46,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
47,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
48,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,intermittent,NA
1,NA,300,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
2,NA,297,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
3,NA,294,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
4,NA,285,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
5,NA,280,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
6,NA,274,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
7,NA,270,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
8,NA,263,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
9,NA,257,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
10,NA,251,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
11,NA,242,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
12,NA,238,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
13,NA,235,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
14,NA,228,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
15,NA,221,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
16,NA,209,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
17,NA,202,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
18,NA,189,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
19,NA,173,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
20,NA,164,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
21,NA,155,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
22,NA,137,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
23,NA,120,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
24,NA,108,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
25,NA,93,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
26,NA,84,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
27,NA,74,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
28,NA,65,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
29,NA,56,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
30,NA,50,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
31,NA,46,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
32,NA,34,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
33,NA,27,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
34,NA,23,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
35,NA,20,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
36,NA,14,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
37,NA,10,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
38,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
39,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
40,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
41,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
42,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
43,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
44,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
45,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
46,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
47,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
48,NA,NA,bisphosphonate,sens_all_follow_up,pattern_itt,NA,NA,NA,continuous,NA
1,NA,14,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
2,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
3,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
4,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
5,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
6,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
7,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
8,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
9,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
10,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
11,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
12,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
13,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
14,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
15,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
16,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
17,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
18,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
19,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
20,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
21,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
22,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
23,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
24,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
25,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
26,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
27,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
28,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
29,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
30,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
31,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
32,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
33,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
34,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
35,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
36,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
37,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
38,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
39,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
40,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
41,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
42,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
43,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
44,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
45,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
46,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
47,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
48,NA,NA,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,450 to 899 mg
1,NA,16,bisphosphonate,sens_all_follow_up,cumdose,NA,NA,NA,NA,900 to 1500 mg
