term,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,outcome,exposure,model,analysis
asthma1,9.594354866345805e-9,114272.9060727637,1.4063914233371333,-13.127277825956186,2.2976854015315032e-39,6.093870597000132e-10,1.510561207956863e-7,bisphosphonate,pattern_itt,adjusted_comorb_severity,main
copd1,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_itt,adjusted_comorb_severity,main
rheumatoid_arthritis1,0.5414434528316664,330978.64419920155,1.1895288312954233,-0.5157644176051541,0.6060189571897011,0.05260467352981754,5.57290812665355,bisphosphonate,pattern_itt,adjusted_comorb_severity,main
severity1,6.614568870364445e-9,28963.89992128158,0.5938198795581772,-31.71667346344935,9.152181414610753e-221,2.065575837881792e-9,2.1181755004290585e-8,bisphosphonate,pattern_itt,adjusted_comorb_severity,main
severity2,5.3168481234419546e-9,33673.50500129239,0.6495998260017516,-29.329418519754512,4.373858936890239e-189,1.488380187985997e-9,1.899304639764138e-8,bisphosphonate,pattern_itt,adjusted_comorb_severity,main
severity3,8.743941753121486e-9,72618.86617035289,1.1404281545328425,-16.270121597488068,1.6083804611240281e-59,9.353476315523085e-10,8.174128506114198e-8,bisphosphonate,pattern_itt,adjusted_comorb_severity,main
cumdose900 to 1500 mg,0.7114804922722717,95864.72734609034,0.9426612384281774,-0.36111305493344137,0.7180149343900618,0.11214199967244012,4.513959911207096,bisphosphonate,cumdose,adjusted_comorb_severity,main
cumdose>1500 mg,243194591.60130674,75078.69695657353,0.9501198385585654,20.32309155718919,8.035325967795947e-92,37775518.98041388,1565659744.2060714,bisphosphonate,cumdose,adjusted_comorb_severity,main
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdose,adjusted_comorb_severity,main
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdose,adjusted_comorb_severity,main
agegroup66-79,244842088.92787397,16064.556230658274,0.533784181583824,36.18714209253016,9.699146256176454e-287,86005882.60801983,697018002.6380541,bisphosphonate,cumdose,adjusted_comorb_severity,main
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdose,adjusted_comorb_severity,main
sex1,0.31844262745405344,1.1549257950396414,1.164921325910796,-0.9823092155030193,0.3259475358741431,0.03246746404531727,3.123302357039697,bisphosphonate,cumdose,adjusted_comorb_severity,main
carstairs2,1.9477373803728066,1.2250370650599436,1.1955407722709372,0.557629147069531,0.5770976489911455,0.1870183619743416,20.28507181247799,bisphosphonate,cumdose,adjusted_comorb_severity,main
carstairs3,2.3267117189099082e-9,20743.36192062665,1.0001131941723194,-19.876559934849,6.493638052756582e-88,3.27676037349422e-10,1.6521157502706993e-8,bisphosphonate,cumdose,adjusted_comorb_severity,main
carstairs4,0.8823102997919139,1.4144334082151007,1.4179538752258416,-0.08830433289259372,0.929634795260835,0.054784388981856245,14.209731633161317,bisphosphonate,cumdose,adjusted_comorb_severity,main
carstairs5,2.6884292535199804e-9,20483.874218300025,0.9560625773426014,-20.641231235467064,1.1704284394361117e-94,4.1275911364745353e-10,1.751058089865774e-8,bisphosphonate,cumdose,adjusted_comorb_severity,main
asthma1,7.953553593943355e-9,103890.50640869908,1.0638818307100195,-17.529810620749487,8.485160532030507e-69,9.885152092934523e-10,6.39939721483335e-8,bisphosphonate,cumdose,adjusted_comorb_severity,main
copd1,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdose,adjusted_comorb_severity,main
rheumatoid_arthritis1,0.9020902165615801,323666.71738895896,1.272918083604234,-0.0809484497763639,0.9354829490096512,0.07442864895266584,10.933515121759731,bisphosphonate,cumdose,adjusted_comorb_severity,main
severity1,5.626756182185665e-9,29961.102464988337,0.5828747206733672,-32.58973507286811,5.732676693201847e-233,1.7952057682821548e-9,1.763607587115802e-8,bisphosphonate,cumdose,adjusted_comorb_severity,main
severity2,5.0899317099675025e-9,34181.152529099796,0.6251297138636608,-30.547262431278547,6.14837498187781e-205,1.4948601975484615e-9,1.733098844602344e-8,bisphosphonate,cumdose,adjusted_comorb_severity,main
severity3,7.26882423101911e-9,66556.84777077347,0.8086816590030089,-23.173112780209582,8.502926911248668e-119,1.489748960652063e-9,3.5466247735003844e-8,bisphosphonate,cumdose,adjusted_comorb_severity,main
patterncontinuous,3.7831175986918955,1.3559934929600417,0.7642097677056785,1.7410774992524238,0.08166999484354914,0.8459667776404263,16.917896947976327,bisphosphonate,pattern,adjusted_age_sex_carstairs,main
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern,adjusted_age_sex_carstairs,main
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern,adjusted_age_sex_carstairs,main
agegroup66-79,252136705.396239,16820.75289951401,0.5647719107898549,34.253619223132745,3.8524907774879546e-257,83349183.8681115,762729942.3671038,bisphosphonate,pattern,adjusted_age_sex_carstairs,main
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern,adjusted_age_sex_carstairs,main
sex1,0.3317118065451774,1.1569036402374309,1.1661506197957952,-0.946266049071308,0.34401290535940704,0.03373896240633609,3.261295391253683,bisphosphonate,pattern,adjusted_age_sex_carstairs,main
carstairs2,1.9752323754024106,1.2263699633040304,1.1813968861852733,0.5761705129098555,0.564499934028897,0.19498955255251782,20.008984511039493,bisphosphonate,pattern,adjusted_age_sex_carstairs,main
carstairs3,2.3063277512754297e-9,21389.203110519262,0.9921630947401244,-20.044697692194404,2.245416236240719e-89,3.2990604045691316e-10,1.612322008089415e-8,bisphosphonate,pattern,adjusted_age_sex_carstairs,main
carstairs4,0.8949096066183491,1.4150688321488734,1.3941238097105337,-0.07964325924738733,0.9365209885678552,0.05822357013904574,13.754965593920796,bisphosphonate,pattern,adjusted_age_sex_carstairs,main
carstairs5,2.810840108753259e-9,20160.387190690002,0.9685288148684885,-20.329578351131154,7.040486088056411e-92,4.211365355605882e-10,1.87607140436272e-8,bisphosphonate,pattern,adjusted_age_sex_carstairs,main
cumdaysmany,262706706.9436664,60660.63485064131,0.7655750394590001,25.322859009143073,1.789348572433223e-141,58588517.03649511,1177958025.9762456,bisphosphonate,cumdays,adjusted_age_sex_carstairs,main
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdays,adjusted_age_sex_carstairs,main
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdays,adjusted_age_sex_carstairs,main
agegroup66-79,254978341.5838249,16270.40282500545,0.5383032552689617,35.95870724370525,3.7000025092739586e-283,88776645.43047743,732331733.8877294,bisphosphonate,cumdays,adjusted_age_sex_carstairs,main
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdays,adjusted_age_sex_carstairs,main
sex1,0.32103615344336284,1.1551121334612835,1.1568274518713983,-0.9821702733684947,0.32601596980300407,0.03325528169119089,3.0991832447779704,bisphosphonate,cumdays,adjusted_age_sex_carstairs,main
carstairs2,1.8878472133806128,1.2252106132390048,1.2015859228436838,0.5288320437615174,0.5969219667483162,0.1791327740257352,19.89567303053614,bisphosphonate,cumdays,adjusted_age_sex_carstairs,main
carstairs3,2.277630592373105e-9,20862.606983119367,0.9965823333405905,-19.968375399052555,1.0377413869557342e-88,3.229913319335306e-10,1.6061115585545913e-8,bisphosphonate,cumdays,adjusted_age_sex_carstairs,main
carstairs4,0.8699464419810568,1.4143868765851222,1.4168420395775843,-0.09833391886883319,0.9216671453258234,0.05413453188017663,13.980111873704649,bisphosphonate,cumdays,adjusted_age_sex_carstairs,main
carstairs5,2.639079281733516e-9,20344.426120077827,0.96219493184601,-20.528933466361675,1.1875275581272427e-93,4.0034151320946914e-10,1.7396995378870332e-8,bisphosphonate,cumdays,adjusted_age_sex_carstairs,main
pattern_rt_gapcontinuous,1.0160890306091879,1.16164062409964,1.13634987770884,0.014045827066628708,0.9887934199232151,0.10956428106514389,9.423115892217288,bisphosphonate,pattern_rt_gap,adjusted_age_sex_carstairs,main
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_rt_gap,adjusted_age_sex_carstairs,main
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_rt_gap,adjusted_age_sex_carstairs,main
agegroup66-79,247538365.67004967,16190.48068783739,0.5406570892597737,35.7473831837278,7.265043981743435e-280,85789546.19642133,714250688.9861051,bisphosphonate,pattern_rt_gap,adjusted_age_sex_carstairs,main
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_rt_gap,adjusted_age_sex_carstairs,main
sex1,0.32414952240850464,1.1561188649663314,1.1078092641743242,-1.0169172773325497,0.3091927835003313,0.036963784600566214,2.842590768588457,bisphosphonate,pattern_rt_gap,adjusted_age_sex_carstairs,main
carstairs2,1.9435533408890817,1.231730328338138,1.2202547774594676,0.54457309161704,0.5860471656442189,0.17779261377964833,21.2460996471019,bisphosphonate,pattern_rt_gap,adjusted_age_sex_carstairs,main
carstairs3,2.325432918036496e-9,20913.87614917434,0.9876495248601821,-20.127949352022046,4.200198667669216e-90,3.355946402849606e-10,1.6113601372465278e-8,bisphosphonate,pattern_rt_gap,adjusted_age_sex_carstairs,main
carstairs4,0.9032564156270263,1.4167032575877432,1.3581422191787194,-0.07491763728231553,0.940280243470948,0.0630606295460928,12.937900529125537,bisphosphonate,pattern_rt_gap,adjusted_age_sex_carstairs,main
carstairs5,2.666414147690281e-9,20391.266889522263,0.9547183426785598,-20.678906438149035,5.3643088995964814e-95,4.104590903654945e-10,1.7321493356797086e-8,bisphosphonate,pattern_rt_gap,adjusted_age_sex_carstairs,main
pattern_laggedcontinuous,3.0000608172439744e-9,48241.64062118524,0.5975466410055861,-32.842010864697784,1.481149195633758e-236,9.300310236976531e-10,9.677488898573067e-9,bisphosphonate,pattern_lagged,adjusted_age_sex_carstairs,main
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_lagged,adjusted_age_sex_carstairs,main
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_lagged,adjusted_age_sex_carstairs,main
agegroup66-79,252579136.97021064,16178.657470175425,0.5365262538525291,36.060183509001405,9.550427653025819e-285,88248127.63994896,722918685.5148252,bisphosphonate,pattern_lagged,adjusted_age_sex_carstairs,main
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_lagged,adjusted_age_sex_carstairs,main
sex1,0.31801178179000844,1.1551970431991598,1.1555530607492879,-0.9914446044487907,0.3214685291637375,0.03302437913735368,3.0623283767617213,bisphosphonate,pattern_lagged,adjusted_age_sex_carstairs,main
carstairs2,1.982239774688185,1.2254185608596495,1.1976795396002964,0.57129422528866,0.5678002155162983,0.18953504113421377,20.731124444547774,bisphosphonate,pattern_lagged,adjusted_age_sex_carstairs,main
carstairs3,2.261249375204916e-9,21056.126885867026,0.9988758460035201,-19.929752466408228,2.2467043945626108e-88,3.1923007377044256e-10,1.601744057654651e-8,bisphosphonate,pattern_lagged,adjusted_age_sex_carstairs,main
carstairs4,0.9032693799437103,1.414475296841452,1.4134047151409153,-0.07197828923534821,0.9426191857079025,0.05658808713071257,14.418150782500584,bisphosphonate,pattern_lagged,adjusted_age_sex_carstairs,main
carstairs5,2.667970009086192e-9,20459.028637625994,0.9597404251081468,-20.570091071972733,5.087041170502931e-94,4.0667587745451533e-10,1.7503039555572107e-8,bisphosphonate,pattern_lagged,adjusted_age_sex_carstairs,main
pattern_ittcontinuous,2.165003033673212,1.0055010157274649,1.1151360209089272,0.6926704439684627,0.48851639133315805,0.24336213532656034,19.260342737889548,bisphosphonate,pattern_itt,adjusted_age_sex_carstairs,main
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_itt,adjusted_age_sex_carstairs,main
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_itt,adjusted_age_sex_carstairs,main
agegroup66-79,238948556.82157302,16486.39032491141,0.600716803910363,32.11456499589092,2.7607994476727362e-226,73616190.76532695,775595860.2792145,bisphosphonate,pattern_itt,adjusted_age_sex_carstairs,main
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_itt,adjusted_age_sex_carstairs,main
sex1,0.3052792689300357,1.157771720396673,1.220730240209482,-0.9719823810326117,0.33105931386323706,0.02790036267523785,3.340294645028753,bisphosphonate,pattern_itt,adjusted_age_sex_carstairs,main
carstairs2,2.06532204008871,1.2279788628945825,1.2769236192863627,0.5679949488881393,0.5700383977532016,0.1690707286415468,25.22941235037648,bisphosphonate,pattern_itt,adjusted_age_sex_carstairs,main
carstairs3,2.388409848794827e-9,20543.64521163931,0.9972108698555898,-19.908164489366158,3.457524402169483e-88,3.3828397259309924e-10,1.6863056094832252e-8,bisphosphonate,pattern_itt,adjusted_age_sex_carstairs,main
carstairs4,0.9166258096039026,1.4146019121914102,1.4192873214351214,-0.061337791164182,0.9510901944518743,0.05676655295918974,14.80101980890126,bisphosphonate,pattern_itt,adjusted_age_sex_carstairs,main
carstairs5,3.0304627655430512e-9,20404.63316794692,1.078682879978652,-18.18379698542452,6.936077370129286e-74,3.658747344602938e-10,2.510067984576697e-8,bisphosphonate,pattern_itt,adjusted_age_sex_carstairs,main
cumdose900 to 1500 mg,0.6853474102854291,93672.82680547281,0.9354122629246088,-0.4039175195384854,0.6862733727612373,0.10956867613385281,4.286818909914925,bisphosphonate,cumdose,adjusted_age_sex_carstairs,main
cumdose>1500 mg,207472693.04084688,73013.43972879139,0.9429599607194922,20.308932602567502,1.0720895191425477e-91,32682251.70807542,1317073215.8269732,bisphosphonate,cumdose,adjusted_age_sex_carstairs,main
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdose,adjusted_age_sex_carstairs,main
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdose,adjusted_age_sex_carstairs,main
agegroup66-79,260884532.5893399,16345.178536259147,0.5384385295377054,35.99220226710789,1.1078322522043682e-283,90808943.71118146,749493789.519522,bisphosphonate,cumdose,adjusted_age_sex_carstairs,main
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdose,adjusted_age_sex_carstairs,main
sex1,0.3223717185465362,1.155222742294383,1.158852189916991,-0.9768717733608208,0.3286326375223103,0.033261372194463824,3.1244509189535075,bisphosphonate,cumdose,adjusted_age_sex_carstairs,main
carstairs2,1.8883750250734617,1.225340268186338,1.2016356520623714,0.5290427951837706,0.596775763086364,0.17916539301592865,19.903175358224267,bisphosphonate,cumdose,adjusted_age_sex_carstairs,main
carstairs3,2.3054026774473958e-9,20791.615538613998,1.0026971026590763,-19.834514755891863,1.4995640175705459e-87,3.230349200318153e-10,1.645296274674628e-8,bisphosphonate,cumdose,adjusted_age_sex_carstairs,main
carstairs4,0.8741908740827541,1.414481429198143,1.4225825881267413,-0.09451580308497387,0.9246994295937893,0.05379002846370123,14.207274213384661,bisphosphonate,cumdose,adjusted_age_sex_carstairs,main
carstairs5,2.5923678745581825e-9,20431.26425996873,0.9604879869539477,-20.584009805592828,3.817579614560224e-94,3.945733727824784e-10,1.7031993693974214e-8,bisphosphonate,cumdose,adjusted_age_sex_carstairs,main
patterncontinuous,4.071468548764576,1.3460328789865736,0.8093372902787684,1.7347572810864775,0.08278380566726519,0.8333778125771857,19.89116567948443,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
agegroup66-79,658716024.2052498,26264.447433920534,0.5610063158479723,36.1953199219123,7.212722904044612e-287,219365732.47617602,1978006298.6450958,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
sex1,0.3657013103712244,1.1593903434561976,1.2225536189064308,-0.8228173841133807,0.41061184931478334,0.0333032785171799,4.015744225849731,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
carstairs2,2.251791798228615,1.2432878066243627,1.2847902206368866,0.6317967252739554,0.5275197137532396,0.18151512306518455,27.934676829923156,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
carstairs3,8.446422676698569e-10,35511.645509747555,1.1206279076421382,-18.64321581463931,1.4335785774697407e-77,9.392746606512475e-11,7.595441357268458e-9,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
carstairs4,0.8832084627279724,1.420576364648676,1.4482125354689972,-0.08575676468088843,0.9316597765942859,0.05168237663267622,15.093291745819524,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
carstairs5,1.0911035270594516e-9,35741.79945593446,0.9848040789719322,-20.954499157074203,1.7071532496690777e-97,1.5834312358364982e-10,7.518526095846859e-9,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
asthma1,1.4398003950141294e-9,238325.5713775895,0.9736499774111309,-20.909733292114353,4.3666689946575057e-97,2.135649237856237e-10,9.706768043818584e-9,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
copd1,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
rheumatoid_arthritis1,0.4977497819480243,706260.1314860017,1.4398935201866414,-0.4845203928848753,0.6280165951848168,0.029605438090534387,8.36855866383951,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
smokstatus1,0.9873486997312685,1.013036368269418,1.0602654963272653,-0.012008321926591101,0.9904189755978023,0.12358647120006508,7.888059634641576,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
bmi_catnormal,0.880250378352564,64986.99303610419,0.3572871497354507,-0.35699266323326573,0.7210972982359237,0.4370014190038005,1.77308515463446,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
bmi_catoverweight,1873144525.6058693,59333.337694584385,0.7227747770988561,29.540162574241563,8.785042482230904e-192,454301616.0770237,7723217989.196777,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
bmi_catobese,702760185.2536916,59333.337700242024,0.8885530267975223,22.925504327511288,2.5871616440153907e-116,123159932.1600521,4010004465.867951,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
alc1,8.544873457470756e-11,705355.1567115291,1.2645608746956558,-18.332928828762117,4.519035313306621e-75,7.166538981944757e-12,1.0188301855071254e-9,bisphosphonate,pattern,adjusted_comorb_lifestyle,main
